EmployeeID,FirstName,LastName,Email,Department,JobTitle,HireDate,Salary,Location,Manager,Status
1066,Helen,Ward,h.ward@company.com,Engineering,UX Engineer,2020-12-09,84000,Seattle,5001,Active
1067,Larry,Torres,l.torres@company.com,Finance,Revenue Analyst,2017-04-17,78000,Boston,5005,Active
1068,Dorothy,Peterson,d.peterson@company.com,Human Resources,Diversity and Inclusion Manager,2019-02-22,88000,New York,5004,Active
1069,Jerry,Gray,j.gray@company.com,Engineering,Infrastructure Engineer,2020-08-01,92000,San Francisco,5001,Active
1070,Barbara,Ramirez,b.ramirez@company.com,Marketing,Customer Marketing Manager,2018-10-25,80000,Los Angeles,5002,Active
1071,Frank,James,f.james@company.com,Sales,Sales Enablement Manager,2019-06-12,85000,Chicago,5003,Active
1072,Anna,Watson,a.watson@company.com,Customer Support,Onboarding Specialist,2021-03-16,60000,Austin,5006,Active
1073,Henry,Brooks,h.brooks@company.com,Engineering,Principal Engineer,2016-08-09,125000,Seattle,5001,Active
1074,Diane,Kelly,d.kelly@company.com,Finance,Internal Auditor,2018-12-21,79000,Boston,5005,Active
1075,Carl,Sanders,c.sanders@company.com,Marketing,Digital Marketing Manager,2020-04-14,83000,Los Angeles,5002,Active
1076,Joan,Price,j.price@company.com,Human Resources,Talent Acquisition Manager,2019-09-05,89000,New York,5004,Active
1077,Willie,Bennett,w.bennett@company.com,Engineering,Systems Engineer,2020-11-18,88000,San Francisco,5001,Active
1078,Gloria,Wood,g.wood@company.com,Sales,Partner Manager,2017-12-07,92000,Chicago,5003,Active
1079,Albert,Barnes,a.barnes@company.com,Customer Support,Community Manager,2019-05-29,66000,Austin,5006,Active
1080,Teresa,Ross,t.ross@company.com,Finance,Accounts Payable Manager,2021-02-10,72000,Boston,5005,Active
1081,Arthur,Henderson,a.henderson@company.com,Engineering,Network Engineer,2018-07-03,85000,Seattle,5001,Active
1082,Evelyn,Coleman,e.coleman@company.com,Marketing,Marketing Operations Manager,2020-01-24,84000,Los Angeles,5002,Active
1083,Harold,Jenkins,h.jenkins@company.com,Sales,Strategic Account Executive,2019-08-16,96000,Chicago,5003,Active
1084,Janice,Perry,j.perry@company.com,Human Resources,Organizational Development Specialist,2018-11-28,75000,New York,5004,Active
1085,Walter,Powell,w.powell@company.com,Engineering,Test Automation Engineer,2020-06-19,82000,San Francisco,5001,Active
1086,Phyllis,Long,p.long@company.com,Finance,Cost Accountant,2019-03-08,74000,Boston,5005,Active
1087,Ralph,Patterson,r.patterson@company.com,Customer Support,Training Manager,2021-05-21,77000,Austin,5006,Active
1088,Frances,Hughes,f.hughes@company.com,Marketing,Demand Generation Manager,2018-04-12,86000,Los Angeles,5002,Active
1089,Lawrence,Flores,l.flores@company.com,Sales,Sales Analyst,2020-10-07,68000,Chicago,5003,Active
1090,Virginia,Washington,v.washington@company.com,Engineering,API Developer,2019-12-30,87000,Seattle,5001,Active
1091,Russell,Butler,r.butler@company.com,Finance,Risk Manager,2017-09-14,94000,Boston,5005,Active
1092,Denise,Simmons,d.simmons@company.com,Human Resources,Wellness Coordinator,2020-03-26,63000,New York,5004,Active
1093,Philip,Foster,p.foster@company.com,Engineering,Embedded Systems Engineer,2018-08-08,90000,San Francisco,5001,Active
1094,Judy,Gonzales,j.gonzales@company.com,Marketing,Partner Marketing Manager,2019-11-19,81000,Los Angeles,5002,Active
1095,Douglas,Bryant,d.bryant@company.com,Sales,Sales Training Manager,2021-01-13,84000,Chicago,5003,Active
1096,Rose,Alexander,r.alexander@company.com,Customer Support,Support Operations Manager,2018-06-05,76000,Austin,5006,Active
1097,Randy,Russell,r.russell@company.com,Engineering,Automation Engineer,2020-09-22,89000,Seattle,5001,Active
1098,Kathleen,Griffin,k.griffin@company.com,Finance,Financial Planning Manager,2019-04-30,91000,Boston,5005,Active
1099,Eugene,Diaz,e.diaz@company.com,Marketing,Content Marketing Manager,2020-12-16,78000,Los Angeles,5002,Active
1100,Jacqueline,Hayes,j.hayes@company.com,Human Resources,Employee Engagement Manager,2017-11-22,82000,New York,5004,Active
1101,Howard,Myers,h.myers@company.com,Engineering,Performance Engineer,2019-07-26,91000,San Francisco,5001,Active
1102,Alice,Ford,a.ford@company.com,Sales,Customer Acquisition Manager,2020-05-13,87000,Chicago,5003,Active
1103,Louis,Hamilton,l.hamilton@company.com,Customer Support,Help Desk Manager,2021-06-28,73000,Austin,5006,Active
1104,Julia,Graham,j.graham@company.com,Finance,Procurement Specialist,2018-02-15,71000,Boston,5005,Active
1105,Adam,Sullivan,a.sullivan@company.com,Engineering,Product Engineer,2019-10-04,88000,Seattle,5001,Active
1106,Cheryl,Wallace,c.wallace@company.com,Marketing,Conversion Rate Optimization Specialist,2020-08-20,72000,Los Angeles,5002,Active
1107,Joe,Woods,j.woods@company.com,Sales,Sales Development Representative,2021-04-07,59000,Chicago,5003,Active
1108,Jean,Cole,j.cole@company.com,Human Resources,Onboarding Coordinator,2018-12-13,61000,New York,5004,Active
1109,Gerald,West,g.west@company.com,Engineering,Release Manager,2019-06-25,85000,San Francisco,5001,Active
1110,Mildred,Jordan,m.jordan@company.com,Finance,Fixed Assets Accountant,2020-11-09,70000,Boston,5005,Active
1111,Roy,Owens,r.owens@company.com,Customer Support,Technical Writer,2017-07-18,68000,Austin,5006,Active
1112,Katherine,Reynolds,k.reynolds@company.com,Marketing,Affiliate Marketing Manager,2019-03-01,76000,Los Angeles,5002,Active
1113,Keith,Fisher,k.fisher@company.com,Sales,Commercial Sales Manager,2020-07-14,91000,Chicago,5003,Active
1114,Beverly,Ellis,b.ellis@company.com,Engineering,DevSecOps Engineer,2018-10-30,94000,Seattle,5001,Active
1115,Wayne,Harrison,w.harrison@company.com,Finance,Business Analyst,2019-09-17,77000,Boston,5005,Active
1116,Shirley,Gibson,s.gibson@company.com,Human Resources,Performance Management Specialist,2021-02-24,72000,New York,5004,Active
1117,Bruce,Mcdonald,b.mcdonald@company.com,Engineering,Solutions Architect,2017-05-08,109000,San Francisco,5001,Active
1118,Kelly,Cruz,k.cruz@company.com,Marketing,Lifecycle Marketing Manager,2020-01-17,82000,Los Angeles,5002,Active
1119,Roger,Marshall,r.marshall@company.com,Sales,Renewals Manager,2019-08-28,84000,Chicago,5003,Active
1120,Pamela,Ortiz,p.ortiz@company.com,Customer Support,Customer Experience Manager,2018-11-12,79000,Austin,5006,Active
1121,Dennis,Gomez,d.gomez@company.com,Engineering,Integration Engineer,2020-04-29,86000,Seattle,5001,Active
1122,Martha,Murray,m.murray@company.com,Finance,FP&A Analyst,2019-12-05,80000,Boston,5005,Active
1123,Norma,Freeman,n.freeman@company.com,Marketing,Influencer Marketing Manager,2021-07-19,75000,Los Angeles,5002,Active
1124,Annie,Wells,a.wells@company.com,Human Resources,Succession Planning Manager,2018-03-22,87000,New York,5004,Active
1125,Vincent,Webb,v.webb@company.com,Engineering,Staff Engineer,2019-11-07,104000,San Francisco,5001,Active
1126,Christina,Simpson,c.simpson@company.com,Sales,Solution Sales Manager,2020-09-12,93000,Chicago,5003,Active
1127,Jane,Stevens,j.stevens@company.com,Customer Support,Escalation Specialist,2017-08-25,69000,Austin,5006,Active
1128,Doris,Tucker,d.tucker@company.com,Finance,Grants Accountant,2019-05-11,73000,Boston,5005,Active
1129,Nathan,Porter,n.porter@company.com,Engineering,Build Engineer,2020-10-27,83000,Seattle,5001,Active
1130,Ann,Hunter,a.hunter@company.com,Marketing,Field Marketing Manager,2018-07-09,84000,Los Angeles,5002,Active
1131,Aaron,Hicks,a.hicks@company.com,Sales,Mid-Market Account Executive,2019-02-14,82000,Chicago,5003,Active
1132,Joyce,Crawford,j.crawford@company.com,Human Resources,Leave Administrator,2021-06-03,64000,New York,5004,Active
1133,Willie,Henry,w.henry@company.com,Engineering,IoT Engineer,2018-09-20,92000,San Francisco,5001,Active
1134,Norma,Boyd,n.boyd@company.com,Finance,Accounts Receivable Specialist,2020-03-05,66000,Boston,5005,Active
1135,Albert,Mason,a.mason@company.com,Customer Support,Client Services Manager,2019-07-30,78000,Austin,5006,Active
1136,Irene,Morales,i.morales@company.com,Marketing,Webinar Manager,2021-01-26,70000,Los Angeles,5002,Active
1137,Jeremy,Kennedy,j.kennedy@company.com,Sales,Inside Sales Manager,2017-10-11,89000,Chicago,5003,Active
1138,Robin,Warren,r.warren@company.com,Engineering,Microservices Engineer,2019-04-18,90000,Seattle,5001,Active
1139,Lois,Dixon,l.dixon@company.com,Finance,Audit Manager,2020-08-31,88000,Boston,5005,Active
1140,Billy,Ramos,b.ramos@company.com,Human Resources,Learning and Development Manager,2018-12-27,85000,New York,5004,Active
1141,Bruce,Reyes,b.reyes@company.com,Engineering,Blockchain Developer,2019-10-15,97000,San Francisco,5001,Active
1142,Lori,Burns,l.burns@company.com,Marketing,Campaign Manager,2020-06-22,74000,Los Angeles,5002,Active
1143,Craig,Gordon,c.gordon@company.com,Sales,Enterprise Sales Director,2017-03-28,118000,Chicago,5003,Active
1144,Marilyn,Silva,m.silva@company.com,Customer Support,Support Quality Lead,79000,69000,Austin,5006,Active
1145,Craig,Hopkins,c.hopkins@company.com,Engineering,Reliability Engineer,2019-08-07,88000,Seattle,5001,Active
1146,Phyllis,Chavez,p.chavez@company.com,Finance,Management Accountant,2021-03-23,76000,Boston,5005,Active
1147,Wanda,Castillo,w.castillo@company.com,Marketing,Copywriter,2018-11-06,67000,Los Angeles,5002,Active
1148,Ruby,Oliver,r.oliver@company.com,Human Resources,HR Business Partner,2020-02-12,83000,New York,5004,Active
1149,Jimmy,Jacobs,j.jacobs@company.com,Engineering,Deployment Engineer,2019-06-28,84000,San Francisco,5001,Active
1150,Bobby,Chapman,b.chapman@company.com,Sales,Channel Development Manager,2020-11-04,86000,Chicago,5003,Active
1151,Bonnie,Hunt,b.hunt@company.com,Customer Support,Customer Advocate,2017-09-19,64000,Austin,5006,Active
1152,Clarence,Palmer,c.palmer@company.com,Finance,Senior Financial Analyst,2019-01-08,84000,Boston,5005,Active
1153,Frances,Robertson,f.robertson@company.com,Engineering,Software Development Manager,2020-07-21,106000,Seattle,5001,Active
1154,Kathryn,Lowe,k.lowe@company.com,Marketing,Communications Manager,2018-05-14,79000,Los Angeles,5002,Active
1155,Shawn,Garza,s.garza@company.com,Sales,Lead Generation Manager,2019-12-19,77000,Chicago,5003,Active
1156,Virginia,Gardner,v.gardner@company.com,Human Resources,Immigration Coordinator,2021-05-05,68000,New York,5004,Active
1157,Diana,Greene,d.greene@company.com,Engineering,Technical Lead,2018-02-26,99000,San Francisco,5001,Active
1158,Antonio,Burke,a.burke@company.com,Finance,Corporate Controller,2019-09-10,102000,Boston,5005,Active
1159,Carlos,Castillo,c.castillo@company.com,Customer Support,Support Engineer,2020-12-02,72000,Austin,5006,Active
1160,Wayne,Daniels,w.daniels@company.com,Marketing,Video Marketing Manager,2017-06-13,81000,Los Angeles,5002,Active
1161,Tammy,Palmer,t.palmer@company.com,Sales,Sales Compensation Analyst,2019-03-27,71000,Chicago,5003,Active
1162,Andrea,Mendoza,a.mendoza@company.com,Engineering,Quality Engineering Manager,2020-10-14,95000,Seattle,5001,Active
1163,Randy,Elliott,r.elliott@company.com,Finance,Strategic Finance Manager,2018-08-22,93000,Boston,5005,Active
1164,Brenda,Fowler,b.fowler@company.com,Human Resources,Total Rewards Manager,2019-11-29,90000,New York,5004,Active
1165,Phillip,Burgess,p.burgess@company.com,Engineering,Infrastructure Architect,2021-04-16,103000,San Francisco,5001,Active
1166,Sara,Bowen,s.bowen@company.com,Marketing,Channel Marketing Manager,2018-01-09,82000,Los Angeles,5002,Active
1167,Johnny,Bradley,j.bradley@company.com,Sales,SMB Sales Manager,2020-05-22,84000,Chicago,5003,Active
1168,Catherine,Carr,c.carr@company.com,Customer Support,Implementation Manager,2019-07-04,75000,Austin,5006,Active
1169,Sean,Williamson,s.williamson@company.com,Engineering,Lead Data Scientist,2017-11-17,112000,Seattle,5001,Active
1170,Christine,George,c.george@company.com,Finance,Corporate Treasurer,2019-02-28,99000,Boston,5005,Active
1171,Earl,Pearson,e.pearson@company.com,Marketing,Marketing Technology Manager,2020-09-08,85000,Los Angeles,5002,Active
1172,Marie,Fernandez,m.fernandez@company.com,Human Resources,Global Mobility Manager,2018-06-20,91000,New York,5004,Active
1173,Willie,Lawson,w.lawson@company.com,Engineering,Principal Software Engineer,2019-10-31,118000,San Francisco,5001,Active
1174,Ernest,Knight,e.knight@company.com,Sales,Government Sales Manager,2021-02-18,92000,Chicago,5003,Active
1175,Eugene,Richards,e.richards@company.com,Customer Support,Professional Services Manager,2018-04-05,81000,Austin,5006,Active
1176,Teresa,Murphy,t.murphy@company.com,Finance,Investment Manager,2020-01-30,96000,Boston,5005,Active
1177,Evelyn,Armstrong,e.armstrong@company.com,Engineering,Senior Security Analyst,2019-08-12,91000,Seattle,5001,Active
1178,Arthur,Ferguson,a.ferguson@company.com,Marketing,Product Launch Manager,2020-11-25,83000,Los Angeles,5002,Active
1179,Theresa,Little,t.little@company.com,Sales,Partner Success Manager,2017-07-07,80000,Chicago,5003,Active
1180,Joe,Pierce,j.pierce@company.com,Human Resources,People Operations Manager,2019-05-19,88000,New York,5004,Active
1181,Frances,Meyer,f.meyer@company.com,Engineering,Computer Vision Engineer,2020-08-26,101000,San Francisco,5001,Active
1182,Janice,Boyd,j.boyd@company.com,Finance,Pricing Analyst,2018-10-11,75000,Boston,5005,Active
1183,Gloria,Russell,g.russell@company.com,Customer Support,Solutions Consultant,2019-12-24,76000,Austin,5006,Active
1184,Albert,Griffin,a.griffin@company.com,Marketing,Analytics Manager,2021-07-08,87000,Los Angeles,5002,Active
1185,Walter,Diaz,w.diaz@company.com,Sales,Alliance Manager,2018-03-14,89000,Chicago,5003,Active
1186,Judith,Hayes,j.hayes@company.com,Engineering,VR/AR Developer,2020-06-05,94000,Seattle,5001,Active
1187,Terry,Ford,t.ford@company.com,Finance,Capital Markets Analyst,2019-04-21,82000,Boston,5005,Active
1188,Harold,Hamilton,h.hamilton@company.com,Human Resources,Organizational Effectiveness Manager,2020-10-28,86000,New York,5004,Active
1189,Judith,Graham,j.graham@company.com,Engineering,Technical Program Manager,2017-08-16,98000,San Francisco,5001,Active
1190,Cheryl,Sullivan,c.sullivan@company.com,Marketing,Retention Marketing Manager,2019-11-02,81000,Los Angeles,5002,Active
1191,Gerald,Wallace,g.wallace@company.com,Sales,Strategic Alliances Director,2021-01-20,105000,Chicago,5003,Active
1192,Ralph,Woods,r.woods@company.com,Customer Support,Implementation Consultant,2018-07-29,73000,Austin,5006,Active
1193,Doris,West,d.west@company.com,Engineering,AI Research Engineer,2020-03-13,109000,Seattle,5001,Active
1194,Mildred,Cole,m.cole@company.com,Finance,Derivatives Analyst,2019-09-25,84000,Boston,5005,Active
1195,Lawrence,Jordan,l.jordan@company.com,Marketing,Partnerships Manager,2020-12-11,82000,Los Angeles,5002,Active
1196,Annie,Owens,a.owens@company.com,Human Resources,Change Management Consultant,2018-05-23,87000,New York,5004,Active
1197,Nicholas,Reynolds,n.reynolds@company.com,Engineering,Senior DevOps Lead,2019-07-16,103000,San Francisco,5001,Active
1198,Lois,Fisher,l.fisher@company.com,Sales,Global Sales Operations Manager,2021-04-02,91000,Chicago,5003,Active
1199,Irene,Ellis,i.ellis@company.com,Customer Support,Customer Education Manager,2018-09-14,77000,Austin,5006,Active
1200,Catherine,Harrison,c.harrison@company.com,Finance,Venture Capital Analyst,2020-02-25,86000,Boston,5005,Active
1201,Samuel,Gibson,s.gibson@company.com,Engineering,Blockchain Architect,2019-06-08,108000,Seattle,5001,Active
1202,Diana,Mcdonald,d.mcdonald@company.com,Marketing,Customer Insights Manager,2020-09-17,83000,Los Angeles,5002,Active
1203,Roger,Cruz,r.cruz@company.com,Sales,Director of Sales Engineering,2017-12-29,113000,Chicago,5003,Active
1204,Judith,Marshall,j.marshall@company.com,Human Resources,Employee Experience Manager,2019-10-13,85000,New York,5004,Active
1205,Gerald,Ortiz,g.ortiz@company.com,Engineering,Engineering Operations Manager,2021-03-30,100000,San Francisco,5001,Active
1206,Kathryn,Gomez,k.gomez@company.com,Finance,Portfolio Manager,2018-11-21,95000,Boston,5005,Active
1207,Joan,Murray,j.murray@company.com,Customer Support,Account Management Director,2020-07-06,98000,Austin,5006,Active
1208,Carl,Freeman,c.freeman@company.com,Marketing,Marketing Director,2019-02-19,108000,Los Angeles,5002,Active
1209,Peter,Wells,p.wells@company.com,Sales,Head of Business Development,2020-05-27,115000,Chicago,5003,Active
1210,Rose,Webb,r.webb@company.com,Engineering,Distinguished Engineer,2017-04-11,135000,Seattle,5001,Active
1211,Louis,Simpson,l.simpson@company.com,Finance,Chief Financial Officer,2018-08-03,175000,Boston,5005,Active
1212,Beverly,Stevens,b.stevens@company.com,Human Resources,VP of Human Resources,2019-12-15,145000,New York,5004,Active
1213,Phillip,Tucker,p.tucker@company.com,Engineering,VP of Engineering,2020-10-21,165000,San Francisco,5001,Active
1214,Jean,Porter,j.porter@company.com,Marketing,Chief Marketing Officer,2017-06-28,170000,Los Angeles,5002,Active
1215,Jack,Hunter,j.hunter@company.com,Sales,VP of Sales,2019-03-09,155000,Chicago,5003,Active
1216,Jane,Hicks,j.hicks@company.com,Customer Support,VP of Customer Success,2021-01-14,140000,Austin,5006,Active
1217,Larry,Crawford,l.crawford@company.com,Engineering,Principal Data Architect,2018-09-26,116000,Seattle,5001,Active
1218,Marie,Henry,m.henry@company.com,Finance,Director of Financial Planning,2020-04-17,102000,Boston,5005,Active
1219,Keith,Boyd,k.boyd@company.com,Marketing,Director of Digital Strategy,2019-11-08,98000,Los Angeles,5002,Active
1220,Kelly,Mason,k.mason@company.com,Human Resources,Senior Talent Acquisition Partner,2020-08-19,83000,New York,5004,Active
1221,Norma,Morales,n.morales@company.com,Engineering,Senior Systems Architect,2017-10-05,107000,San Francisco,5001,Active
1222,Jeremy,Kennedy,j.kennedy@company.com,Sales,Director of Channel Sales,2019-05-24,104000,Chicago,5003,Active
1223,Robin,Warren,r.warren@company.com,Customer Support,Director of Support Operations,2021-02-08,96000,Austin,5006,Active
1224,Henry,Dixon,h.dixon@company.com,Finance,Senior Risk Analyst,2018-06-16,88000,Boston,5005,Active
1225,Andrea,Ramos,a.ramos@company.com,Engineering,Senior ML Engineer,2020-01-23,102000,Seattle,5001,Active
1226,Billy,Reyes,b.reyes@company.com,Marketing,Director of Content Marketing,2019-08-01,95000,Los Angeles,5002,Active
1227,Lori,Burns,l.burns@company.com,Sales,Senior Account Director,2020-11-13,99000,Chicago,5003,Active
1228,Craig,Gordon,c.gordon@company.com,Human Resources,Director of People Analytics,2017-07-25,101000,New York,5004,Active
1229,Marilyn,Silva,m.silva@company.com,Engineering,Senior Cloud Architect,2019-04-06,105000,San Francisco,5001,Active
1230,Betty,Hopkins,b.hopkins@company.com,Finance,Director of Internal Audit,2021-06-18,97000,Boston,5005,Active
1231,Eugene,Chavez,e.chavez@company.com,Customer Support,Senior Implementation Lead,2018-10-02,81000,Austin,5006,Active
1232,Wanda,Castillo,w.castillo@company.com,Marketing,Senior Brand Strategist,2020-03-20,86000,Los Angeles,5002,Active
1233,Ruby,Oliver,r.oliver@company.com,Sales,Director of Sales Strategy,2019-09-11,103000,Chicago,5003,Active
1234,Jimmy,Jacobs,j.jacobs@company.com,Engineering,Senior Platform Engineer,2020-12-27,97000,Seattle,5001,Active
1235,Bobby,Chapman,b.chapman@company.com,Finance,Senior Budget Manager,2017-05-15,89000,Boston,5005,Active
1236,Bonnie,Hunt,b.hunt@company.com,Human Resources,Senior Compensation Specialist,2019-01-28,80000,New York,5004,Active
1237,Clarence,Palmer,c.palmer@company.com,Engineering,Senior Backend Developer,2021-07-12,94000,San Francisco,5001,Active
1238,Virginia,Robertson,v.robertson@company.com,Marketing,Senior Marketing Manager,2018-02-03,87000,Los Angeles,5002,Active
1239,Frances,Lowe,f.lowe@company.com,Sales,Senior Business Development Manager,2020-06-24,92000,Chicago,5003,Active
1240,Shawn,Garza,s.garza@company.com,Customer Support,Senior Customer Success Manager,2019-10-17,79000,Austin,5006,Active
1241,Diana,Gardner,d.gardner@company.com,Engineering,Senior Frontend Engineer,2020-05-09,91000,Seattle,5001,Active
1242,Antonio,Greene,a.greene@company.com,Finance,Senior Financial Planner,2017-11-30,90000,Boston,5005,Active
1243,Carlos,Burke,c.burke@company.com,Marketing,Senior SEO Manager,2019-07-23,82000,Los Angeles,5002,Active
