customer_id,first_name,last_name,email,phone,address,city,state,zip_code,registration_date,account_status,loyalty_points
1044,Christina,Carter,christina.carter@example.com,(555) 456-7894,357 Tulip Rd,Arlington,TX,76010,2020-05-12,active,4260
1045,Jonathan,Mitchell,jonathan.mitchell@example.com,(555) 567-8905,486 Violet Dr,New Orleans,LA,70112,2021-12-24,active,1895
1046,Rebecca,Perez,rebecca.perez@example.com,(555) 678-9016,753 Sunflower Ln,Cleveland,OH,44101,2022-06-06,inactive,745
1047,Austin,Roberts,austin.roberts@example.com,(555) 789-0127,951 Daisy Ct,Tampa,FL,33601,2020-10-18,active,3590
1048,Kayla,Turner,kayla.turner@example.com,(555) 890-1238,159 Marigold Way,Bakersfield,CA,93301,2021-03-02,active,2465
1049,Kyle,Phillips,kyle.phillips@example.com,(555) 901-2349,357 Zinnia Blvd,Aurora,CO,80010,2022-07-14,active,1325
1050,Victoria,Campbell,victoria.campbell@example.com,(555) 012-3450,486 Pansy Ave,Anaheim,CA,92801,2020-02-26,suspended,0
1051,Jordan,Parker,jordan.parker@example.com,(555) 123-4562,753 Carnation St,Honolulu,HI,96801,2021-08-08,active,4575
1052,Danielle,Evans,danielle.evans@example.com,(555) 234-5673,951 Daffodil Rd,Santa Ana,CA,92701,2022-02-19,active,2135
1053,Dylan,Edwards,dylan.edwards@example.com,(555) 345-6784,159 Hyacinth Dr,Riverside,CA,92501,2020-07-03,active,3710
1054,Alexis,Collins,alexis.collins@example.com,(555) 456-7895,357 Iris Ln,Corpus Christi,TX,78401,2021-11-15,active,1685
1055,Nathan,Stewart,nathan.stewart@example.com,(555) 567-8906,486 Lavender Ct,Lexington,KY,40501,2022-05-28,active,2950
1056,Courtney,Sanchez,courtney.sanchez@example.com,(555) 678-9017,753 Poppy Way,Pittsburgh,PA,15201,2020-09-09,inactive,515
1057,Gregory,Morris,gregory.morris@example.com,(555) 789-0128,951 Primrose Blvd,Anchorage,AK,99501,2021-01-21,active,4105
1058,Taylor,Rogers,taylor.rogers@example.com,(555) 890-1239,159 Bluebell Ave,Stockton,CA,95201,2022-09-03,active,2380
1059,Katherine,Reed,katherine.reed@example.com,(555) 901-2340,357 Clover St,Cincinnati,OH,45201,2020-04-15,active,3245
1060,Sean,Cook,sean.cook@example.com,(555) 012-3451,486 Buttercup Rd,St. Paul,MN,55101,2021-10-27,active,1770
1061,Hannah,Morgan,hannah.morgan@example.com,(555) 123-4563,753 Fern Dr,Toledo,OH,43601,2022-03-10,suspended,95
1062,Adam,Bell,adam.bell@example.com,(555) 234-5674,951 Ivy Ln,Newark,NJ,07101,2020-06-22,active,4445
1063,Laura,Murphy,laura.murphy@example.com,(555) 345-6785,159 Moss Ct,Greensboro,NC,27401,2021-12-04,active,2625
1064,Cody,Bailey,cody.bailey@example.com,(555) 456-7896,357 Sage Way,Plano,TX,75023,2022-08-16,active,1490
1065,Olivia,Rivera,olivia.rivera@example.com,(555) 567-8907,486 Thyme Blvd,Lincoln,NE,68501,2020-11-28,active,3880
1066,Jeremy,Cooper,jeremy.cooper@example.com,(555) 678-9018,753 Basil Ave,Orlando,FL,32801,2021-05-11,inactive,820
1067,Emma,Richardson,emma.richardson@example.com,(555) 789-0129,951 Parsley St,Chula Vista,CA,91910,2022-01-23,active,2095
1068,Timothy,Cox,timothy.cox@example.com,(555) 890-1230,159 Mint Rd,Irvine,CA,92602,2020-08-05,active,4730
1069,Erin,Howard,erin.howard@example.com,(555) 901-2341,357 Rosemary Dr,Laredo,TX,78040,2021-02-16,active,1935
1070,Bradley,Ward,bradley.ward@example.com,(555) 012-3452,486 Dill Ln,Durham,NC,27701,2022-06-29,active,3165
1071,Andrea,Torres,andrea.torres@example.com,(555) 123-4564,753 Chive Ct,Lubbock,TX,79401,2020-10-11,suspended,175
1072,Patrick,Peterson,patrick.peterson@example.com,(555) 234-5675,951 Cilantro Way,St. Petersburg,FL,33701,2021-04-24,active,4290
1073,Madison,Gray,madison.gray@example.com,(555) 345-6786,159 Oregano Blvd,Reno,NV,89501,2022-11-06,active,2755
1074,Steven,Ramirez,steven.ramirez@example.com,(555) 456-7897,357 Bay Ave,Winston-Salem,NC,27101,2020-01-18,active,3520
1075,Morgan,James,morgan.james@example.com,(555) 567-8908,486 Nutmeg St,Scottsdale,AZ,85250,2021-07-01,active,1805
1076,Marcus,Watson,marcus.watson@example.com,(555) 678-9019,753 Ginger Rd,Garland,TX,75040,2022-02-12,inactive,665
1077,Tiffany,Brooks,tiffany.brooks@example.com,(555) 789-0120,951 Pepper Dr,Boise,ID,83701,2020-05-26,active,4565
1078,Cynthia,Kelly,cynthia.kelly@example.com,(555) 890-1231,159 Vanilla Ln,Irving,TX,75060,2021-09-07,active,2210
1079,Alexander,Sanders,alexander.sanders@example.com,(555) 901-2342,357 Cinnamon Ct,Chesapeake,VA,23320,2022-03-21,active,1420
1080,Chelsea,Price,chelsea.price@example.com,(555) 012-3453,486 Honey Way,North Las Vegas,NV,89030,2020-12-03,suspended,310
1081,Jesse,Bennett,jesse.bennett@example.com,(555) 123-4565,753 Maple Blvd,Fremont,CA,94536,2021-06-15,active,3975
1082,Whitney,Wood,whitney.wood@example.com,(555) 234-5676,951 Sugar Ave,Gilbert,AZ,85233,2022-10-28,active,2540
1083,Edward,Barnes,edward.barnes@example.com,(555) 345-6787,159 Salt St,Glendale,AZ,85301,2020-03-12,active,4190
1084,Natalie,Ross,natalie.ross@example.com,(555) 456-7898,357 Lemon Rd,Hialeah,FL,33010,2021-11-24,active,1650
1085,Travis,Henderson,travis.henderson@example.com,(555) 567-8909,486 Lime Dr,Arlington,VA,22201,2022-07-07,inactive,930
1086,Allison,Coleman,allison.coleman@example.com,(555) 678-9010,753 Orange Ln,Spokane,WA,99201,2020-09-19,active,3405
1087,Lucas,Jenkins,lucas.jenkins@example.com,(555) 789-0121,951 Berry Ct,Norfolk,VA,23501,2021-01-31,active,2845
1088,Kristen,Perry,kristen.perry@example.com,(555) 890-1232,159 Cherry Way,Chandler,AZ,85224,2022-08-13,active,1565
1089,Ethan,Powell,ethan.powell@example.com,(555) 901-2343,357 Peach Blvd,Raleigh,NC,27601,2020-02-24,suspended,0
1090,Julie,Long,julie.long@example.com,(555) 012-3454,486 Plum Ave,San Bernardino,CA,92401,2021-08-06,active,4825
1091,Cameron,Patterson,cameron.patterson@example.com,(555) 123-4566,753 Apple St,Baton Rouge,LA,70801,2022-04-19,active,2295
1092,Erica,Hughes,erica.hughes@example.com,(555) 234-5677,951 Pear Rd,Spokane Valley,WA,99206,2020-06-01,active,3680
1093,Derek,Flores,derek.flores@example.com,(555) 345-6788,159 Grape Dr,Tacoma,WA,98401,2021-10-13,active,1745
1094,Kimberly,Washington,kimberly.washington@example.com,(555) 456-7899,357 Fig Ln,Fontana,CA,92331,2022-05-26,active,2985
1095,Connor,Butler,connor.butler@example.com,(555) 567-8900,486 Date Ct,Modesto,CA,95350,2020-11-08,inactive,590
1096,Cassandra,Simmons,cassandra.simmons@example.com,(555) 678-9011,753 Apricot Way,Des Moines,IA,50301,2021-03-22,active,4350
1097,Trevor,Foster,trevor.foster@example.com,(555) 789-0122,951 Kiwi Blvd,Moreno Valley,CA,92551,2022-09-04,active,2620
1098,Vanessa,Gonzales,vanessa.gonzales@example.com,(555) 890-1233,159 Mango Ave,Fayetteville,NC,28301,2020-04-16,active,3295
1099,Seth,Bryant,seth.bryant@example.com,(555) 901-2344,357 Banana St,Glendale,CA,91201,2021-12-29,active,1880
1100,Miranda,Alexander,miranda.alexander@example.com,(555) 012-3455,486 Coconut Rd,Huntington Beach,CA,92646,2022-06-11,active,2425
